age,sex,race3,educ,year,pop
9,1,1,1,2002,881074.576016471
9,1,1,2,2002,8690.81911913654
9,1,2,1,2002,822043.896139014
9,1,2,2,2002,10234.708725379
9,2,1,1,2002,835650.963257119
9,2,1,2,2002,9996.80827207665
9,2,2,1,2002,831390.705987148
9,2,2,2,2002,11093.5224836561
10,1,1,1,2002,832621.99618844
10,1,1,2,2002,68524.2869407355
10,1,2,1,2002,696699.679659998
10,1,2,2,2002,125682.037210826
10,2,1,1,2002,768163.771765641
10,2,1,2,2002,92115.7130037541
10,2,2,1,2002,681549.715824146
10,2,2,2,2002,149584.799406459
11,1,1,1,2002,582524.655892225
11,1,1,2,2002,321857.643999986
11,1,2,1,2002,318235.898560022
11,1,2,2,2002,511912.801547767
11,2,1,1,2002,476283.05280344
11,2,1,2,2002,391893.692766227
11,2,2,1,2002,265289.231719691
11,2,2,2,2002,569203.022710643
12,1,1,1,2002,427307.10245525
12,1,1,2,2002,492609.461467027
12,1,2,1,2002,190117.175217581
12,1,2,2,2002,641127.260860142
12,2,1,1,2002,314895.928317152
12,2,1,2,2002,571089.451531814
12,2,2,1,2002,141445.880364525
12,2,2,2,2002,690730.739786509
13,1,1,1,2002,332984.332707875
13,1,1,2,2002,600163.261733849
13,1,2,1,2002,131722.526204764
13,1,2,2,2002,710700.879353512
13,2,1,1,2002,228563.093763923
13,2,1,2,2002,660697.819235735
13,2,2,1,2002,98788.4650241136
13,2,2,2,2002,751198.621976229
14,1,1,1,2002,270828.595467921
14,1,1,2,2002,679006.868351226
14,1,2,1,2002,105068.775993555
14,1,2,2,2002,743228.760187298
14,2,1,1,2002,174383.495793697
14,2,1,2,2002,731192.675766403
14,2,2,1,2002,74315.1091861583
14,2,2,2,2002,780470.719253742
15,1,1,1,2002,228246.334258572
15,1,1,2,2002,725738.939531532
15,1,2,1,2002,93433.8579429247
15,1,2,2,2002,770639.868266971
15,2,1,1,2002,147634.95231971
15,2,1,2,2002,760662.068558654
15,2,2,1,2002,69569.9869453155
15,2,2,2,2002,805176.992176321
16,1,1,1,2002,196961.637935446
16,1,1,2,2002,762333.334108808
16,1,2,1,2002,81424.1650297235
16,1,2,2,2002,794493.862926023
16,2,1,1,2002,125905.078089563
16,2,1,2,2002,780772.20624779
16,2,2,1,2002,59522.7211504938
16,2,2,2,2002,839834.994512155
17,1,1,1,2002,180293.351423879
17,1,1,2,2002,776215.182932064
17,1,2,1,2002,73482.5173899018
17,1,2,2,2002,812911.948254156
17,2,1,1,2002,110856.566350191
17,2,1,2,2002,781934.657983699
17,2,2,1,2002,55522.9796170936
17,2,2,2,2002,871086.796049016
18,1,1,1,2002,169893.049292699
