year,agegroup,sex,race3,educ,deaths,pop,mortality_rate
2011,60-64,1,1,2,125.216276841558,78662.5042545042,0.0015918165589597
2011,60-64,1,2,1,3831.30849081864,1383536.63537609,0.00276921361737354
2011,60-64,1,2,2,496.159756082469,291617.614948694,0.00170140530149306
2011,60-64,2,1,1,1640.11940264764,1590089.78556468,0.00103146339127333
2011,60-64,2,1,2,41.7200483980321,87796.8599933822,0.000475188388299728
2011,60-64,2,2,1,1994.29387329263,1685189.91684284,0.00118342381078857
2011,60-64,2,2,2,147.185252616677,297289.437599092,0.000495090756689321
2011,65-69,1,1,1,3011.14396111604,1071380.083632,0.00281052822160758
2011,65-69,1,1,2,103.700110905782,41832.3962686574,0.00247894264148283
2011,65-69,1,2,1,4058.60252646807,1049408.73914203,0.00386751355795481
2011,65-69,1,2,2,458.078534576686,176486.780957306,0.00259554019905604
2011,65-69,2,1,1,1889.77454962162,1202064.57235791,0.00157210735020228
2011,65-69,2,1,2,34.6629842661575,41747.6729030548,0.000830297399968877
2011,65-69,2,2,1,2583.49200731102,1346470.69677011,0.00191871387435929
2011,65-69,2,2,2,146.110087817076,166125.057968934,0.000879518656627941
2011,70-74,1,1,1,3015.88592250609,781093.115073856,0.00386110934062057
2011,70-74,1,1,2,79.6697602025468,22727.6332213106,0.00350541384695721
2011,70-74,1,2,1,4478.4299023396,819961.349666932,0.00546175731838914
2011,70-74,1,2,2,407.250980717955,108780.902037903,0.00374377278629346
2011,70-74,2,1,1,2028.83350317086,909713.08083262,0.00223019053580494
2011,70-74,2,1,2,28.0366438880396,22204.9959953216,0.00126262773899832
2011,70-74,2,2,1,3223.40118179162,1127066.8405377,0.00285999114325268
2011,70-74,2,2,2,133.427671869243,97804.0826343558,0.00136423417382347
2011,75-79,1,1,1,2483.48626507158,496028.92051867,0.00500673682993067
2011,75-79,1,1,2,50.0289071992725,10466.3188401512,0.00477999074587238
2011,75-79,1,2,1,4166.16787209169,573775.650050463,0.00726097015745663
2011,75-79,1,2,2,437.837113572498,63850.110590716,0.00685726476464649
2011,75-79,2,1,1,2074.35278255867,609559.82290923,0.00340303396745944
2011,75-79,2,1,2,19.2307118284178,9845.65099437523,0.00195321892269026
2011,75-79,2,2,1,3835.78455341582,868385.16975736,0.00441714654625849
2011,75-79,2,2,2,136.897369716503,56886.356339034,0.00240650620863492
2011,80+,1,1,1,3983.37005285001,514826.54903258,0.00773730504057188
2011,80+,1,1,2,75.3024136873279,8447.01912855991,0.00891467303924123
2011,80+,1,2,1,7215.62166462533,604565.022034996,0.0119352284727575
2011,80+,1,2,2,786.241123772906,60638.4098038646,0.0129660577563958
2011,80+,2,1,1,4423.0607445853,707778.672626252,0.00624921450115654
2011,80+,2,1,2,43.3758480865014,6563.13018708941,0.00660901838757178
2011,80+,2,2,1,10177.64340872,1126186.38069359,0.00903726379860131
2011,80+,2,2,2,441.013609044173,58583.8164930691,0.00752790848128421
2012,00-04,1,1,1,0,3987666.73853029,0
2012,00-04,1,1,2,0,0,0
2012,00-04,1,2,1,0,3489900.26146971,0
2012,00-04,1,2,2,0,0,0
2012,00-04,2,1,1,0,3752441.53013112,0
2012,00-04,2,1,2,0,0,0
2012,00-04,2,2,1,0,3394292.46986889,0
2012,00-04,2,2,2,0,0,0
2012,05-09,1,1,1,1.00166948707316,4568223.3752054,2.19268937790969e-07
2012,05-09,1,1,2,0,0,0
2012,05-09,1,2,1,1.00166948707316,3288221.6247946,3.04623471702804e-07
2012,05-09,1,2,2,0,0,0
2012,05-09,2,1,1,0,4309095.36869138,0
2012,05-09,2,1,2,0,0,0
2012,05-09,2,2,1,1.00049869330852,3221966.63130862,3.10524225665913e-07
2012,05-09,2,2,2,0,0,0
2012,10-14,1,1,1,4.00667794829266,5194886.06362744,7.71273498440294e-07
2012,10-14,1,1,2,0,0,0
2012,10-14,1,2,1,1.00166948707316,3401843.93637256,2.94448982906976e-07
2012,10-14,1,2,2,0,0,0
2012,10-14,2,1,1,5.62780514986042,4960211.76289613,1.13458969472999e-06
2012,10-14,2,1,2,0,0,0
2012,10-14,2,2,1,3.37668308991625,3323232.23710387,1.01608399564003e-06
2012,10-14,2,2,2,0,0,0
2012,15-19,1,1,1,35.0584320475608,5059454.4010712,6.92929103978842e-06
2012,15-19,1,1,2,0,158203.021052279,0
2012,15-19,1,2,1,31.0517540992681,3182458.26501448,9.75715987877278e-06
2012,15-19,1,2,2,1.00166948707316,345206.31286204,2.90165460407868e-06
2012,15-19,2,1,1,17.6516555176574,4726624.53481274,3.73451611983323e-06
2012,15-19,2,1,2,1.35781965520442,241425.064099852,5.62418678552295e-06
2012,15-19,2,2,1,10.0049869330852,3101709.45158808,3.2256364076792e-06
2012,15-19,2,2,2,0,500519.949499326,0
2012,20-24,1,1,1,67.497486259676,4423297.59402976,1.52595399302952e-05
2012,20-24,1,1,2,3.3748743129838,537688.916811494,6.27662986434028e-06
2012,20-24,1,2,1,40.0349467661764,2576592.52493333,1.55379426039483e-05
2012,20-24,1,2,2,10.2947005970168,1125997.96422542,9.14273464437261e-06
2012,20-24,2,1,1,20.7162082379176,4018071.76788082,5.1557586411264e-06
2012,20-24,2,1,2,2.5895260297397,759285.411038179,3.41047778884492e-06
2012,20-24,2,2,1,12.7122186914494,2363631.30517508,5.37825787956714e-06
